ISBN,AvgBookRating,NumberOfRating,BookTitle,BookAuthor,YearOfPublication,Publisher,new_score
0609610597,3.827272727272727,110,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown,1.8227327537312337
055328942X,2.473684210526316,76,"The Shelters of Stone (Earth's Children, Book 5)",JEAN M. AUEL,2003,Bantam,1.4557400518861663
0743225406,2.6510416666666665,192,The Shipping News : A Novel,Annie Proulx,2001,Scribner,1.4717470638027645
0312982518,2.621359223300971,103,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks,1.4801379924599696
0345325818,3.9682539682539684,63,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey,1.791640380887689
0446607711,2.3878787878787877,165,The Simple Truth,David Baldacci,1999,Warner Books,1.3866212962821887
0385729332,4.561643835616438,73,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press,1.9494033844210374
0385314698,2.5316455696202533,79,The Sixteen Pleasures: A Novel,Robert Hellenga,1995,Delta,1.4678140516810692
0446610178,2.2816901408450705,71,The Sky Is Falling,Sidney Sheldon,2001,Warner Books,1.4149093178963508
0440235162,2.804469273743017,179,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,1.5262020019607603
0451202503,2.873015873015873,63,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book,1.5529542960016567
1551667010,2.338709677419355,62,The Soul Catcher: A Maggie O'Dell Novel,Alex Kava,2003,Mira,1.4376198575315322
0449912558,3.8867924528301887,106,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,1.8351947917390894
0385199570,6.175438596491228,57,The Stand (The Complete and Uncut Edition),Stephen King,1990,Doubleday Books,2.2354595222365847
0451169530,4.534351145038168,131,The Stand: Complete and Uncut,Stephen King,1991,Signet Book,2.06072764873785
0446364762,2.280701754385965,57,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,1.4314007618126974
014023313X,2.43646408839779,181,The Stone Diaries,Carol Shields,1995,Penguin Books,1.3985151705783132
0743437802,3.0392156862745097,102,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket,1.5960545698349757
0679720200,3.9166666666666665,84,The Stranger,ALBERT CAMUS,1989,Vintage,1.8145558571833136
0515134279,4.0344827586206895,58,The Straw Men,Michael Marshall,2002,Jove Books,1.7956262555255773
0440225701,2.6754617414248023,379,The Street Lawyer,JOHN GRISHAM,1999,Dell,1.4777375920506226
0590112899,3.5272727272727273,55,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998,Scholastic Point,1.6863896776961025
0425184226,2.2644628099173554,121,The Sum of All Fears,Tom Clancy,2002,Berkley Publishing Group,1.3682398833700053
0425133540,1.610738255033557,149,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,1.14091540045859
0671014196,2.6363636363636362,187,The Summerhouse,Jude Deveraux,2002,Pocket,1.4671232138941979
0385503822,3.954314720812183,197,The Summons,John Grisham,2002,Doubleday Books,1.9360974459218203
0345447840,2.593984962406015,133,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,1.4629859926577349
0553584510,3.2555555555555555,90,The Survivors Club,LISA GARDNER,2003,Bantam,1.6505225377642487
0609804138,3.490566037735849,212,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,1.7763782367438372
0446609943,2.1648351648351647,91,The Switch,Sandra Brown,2001,Warner Vision,1.3648236710665314
0345420438,2.1296296296296298,54,The Tailor of Panama,John Le Carre,1997,Ballantine Books,1.405119019687486
034538475X,3.3523316062176165,193,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,1.7201263525360564
0679405283,2.7903225806451615,62,The Tale of the Body Thief (Vampire Chronicles),Anne Rice,1992,Alfred A. Knopf,1.535201297281368
0679742298,3.1066666666666665,75,The Talented Mr. Ripley (Vintage Crime/Black Lizard),Patricia Highsmith,1992,Vintage Books USA,1.6075194806850817
0425081818,2.2222222222222223,54,The Talisman,Stephen King,1985,Berkley Publishing Group,1.4236733635307908
0140067477,4.296296296296297,189,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,2.0510253622778785
0515125628,2.625,64,The Target,Catherine Coulter,1999,Jove Books,1.4983363679243185
0671683993,2.3904761904761904,105,The Temple of My Familiar,Alice Walker,1990,Pocket,1.4147635604906663
0446519081,2.5846153846153848,65,The Tenth Insight : Holding the Vision,James Redfield,1996,Warner Books,1.4888279878669437
0446606243,1.90625,64,The Tenth Justice,Brad Meltzer,1998,Warner Books,1.3403790102747752
0345354621,2.3655913978494625,93,The Terminal Man,Michael Crichton,1988,Ballantine Books,1.4160135574325814
0440234743,3.085308056872038,422,The Testament,John Grisham,1999,Dell,1.6562817110554693
0439404371,3.402173913043478,92,The Thief Lord,Cornelia Funke,2002,Scholastic,1.6901177482447096
0767902890,4.142857142857143,63,The Things They Carried,TIM O'BRIEN,1998,Broadway,1.829691785724593
0671047329,2.7115384615384617,52,The Third Option,Vince Flynn,2001,Pocket Star,1.5226810615459279
0449227421,2.0091743119266057,109,The Third Twin,Ken Follett,1997,Fawcett Books,1.3037487797234346
0553578685,2.4352941176470586,85,The Third Victim,LISA GARDNER,2001,Bantam,1.439847411490687
0380018179,2.7268518518518516,216,The Thorn Birds,Colleen McCullough,1978,Avon,1.4975056187095865
015602943X,4.035714285714286,56,The Time Traveler's Wife (Harvest Book),Audrey Niffenegger,2004,Harvest Books,1.791529413621469
1931561648,4.2,75,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,2003,MacAdam/Cage Publishing,1.8684306664115944
0399133143,3.0392156862745097,51,The Tommyknockers,Stephen King,1987,Putnam Pub Group,1.5867709248794033
0451408888,1.9090909090909092,55,The Trials of Tiffany Trott,Isabel Wolff,1999,Onyx Books,1.3588180523840314
0380714752,2.710526315789474,76,The True Confessions of Charlotte Doyle (rack),Avi,1992,HarperTrophy,1.5126394696162486
0451190491,3.788235294117647,85,The Two Dead Girls (Green Mile Series),Stephen King,1996,Signet Book,1.7833963830625554
0345339711,4.27683615819209,177,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,2.0330998540747154
0553569910,2.5076923076923077,130,The Ugly Duckling,Iris Johansen,1997,Bantam Books,1.4373205887196978
0060914653,4.066666666666666,60,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins,1.806708579604852
0060932139,3.4615384615384617,52,The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999,Perennial,1.6698462466766948
0553580884,1.2461538461538462,65,The Undertaker's Widow,Phillip Margolin,1999,Bantam Books,1.1922496476976034
0375756981,5.333333333333333,57,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books,2.061608979442231
0553250531,4.361538461538461,130,The Valley of Horses,JEAN M. AUEL,1984,Bantam,2.006135259641074
0345434803,3.0327868852459017,61,"The Vampire Armand (The Vampire Chronicles, Book 6)",Anne Rice,2000,Ballantine Books,1.5874084023268533
0345313860,3.777408637873754,301,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,1.9190693107259063
0061031429,2.046153846153846,65,The Vendetta Defense,Lisa Scottoline,2002,HarperTorch,1.3695148625114621
0399147128,3.0701754385964914,57,The Villa,Nora Roberts,2001,Putnam Publishing Group,1.5943856456824044
0671036505,3.108433734939759,83,The Vineyard,Barbara Delinsky,2001,Pocket Books,1.6102242953139934
0452284449,3.300751879699248,133,The Virgin Blue,Tracy Chevalier,2003,Plume Books,1.681839094455898
0446670251,3.772972972972973,185,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,1.864514669873995
0425098605,2.4915254237288136,59,The Vision,Dean R. Koontz,1997,Berkley Publishing Group,1.4731761094972642
0425128164,3.1379310344827585,87,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group,1.6188955381119234
0061098795,2.5232558139534884,86,The Wailing Wind,Tony Hillerman,2003,HarperTorch,1.4616125430694134
0349101779,3.869565217391304,69,The Wasp Factory,Iain Banks,0,Abacus,1.7801634721260178
0451173317,3.622950819672131,61,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book,1.71381775161202
055357227X,2.3636363636363638,77,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996,Bantam,1.4284107245260322
0440236851,1.5616438356164384,73,The Wedding,Danielle Steel,2001,Dell Publishing Company,1.243270268207362
0316782505,3.0256410256410255,117,The Weight of Water,Anita Shreve,2001,"Little, Brown",1.5944457554652813
0316789976,3.1153846153846154,52,The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997,"Little, Brown",1.6019238535394178
0316780375,2.536723163841808,177,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books,1.434071937180971
0140386645,3.7222222222222223,54,The Westing Game (Now in Speak!),Ellen Raskin,1997,Penguin Putnam Books for Young Readers,1.724253733792325
0064407683,3.5428571428571427,70,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,HarperCollins,1.7065164468119285
0446606324,2.6143790849673203,153,The Winner,David Baldacci,1998,Warner Vision,1.4648964050520183
0449206475,2.135593220338983,59,The Witches of Eastwick,John Updike,1995,Fawcett Books,1.398299736243284
0345384466,3.1769547325102883,243,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,1.667871805870243
0446603309,2.59375,64,The Witness,Sandra Brown,1996,Warner Books,1.4914686567221644
0743411250,2.7279411764705883,136,The Woman Next Door,Barbara Delinsky,2002,Pocket,1.5040508466126876
0679721886,2.591549295774648,71,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,MAXINE HONG KINGSTON,1989,Vintage,1.4868103590530073
034536676X,4.472222222222222,108,The World According to Garp,John Irving,1994,Ballantine Books,2.003593012435506
0811825558,4.8125,64,The Worst-Case Scenario Survival Handbook,Joshua Piven,1999,Chronicle Books,1.9790761520751021
0060931418,3.7714285714285714,70,Their Eyes Were Watching God,Zora Neale Hurston,1998,Perennial,1.7591677520288813
0060916508,4.37,100,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial,1.9605026641814414
0140257934,2.684931506849315,73,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,Viking Books,1.5076671427713868
0385474547,4.23943661971831,71,Things Fall Apart : A Novel,CHINUA ACHEBE,1994,Anchor,1.8691931688406807
0451161343,3.596774193548387,62,Thinner,Stephen King,1994,Signet Book,1.7094538682632174
0891073906,2.8153846153846156,65,This Present Darkness,Frank E. Peretti,1986,Crossway Books,1.5399621844478646
0440223571,2.4237288135593222,59,This Year It Will Be Different: And Other Stories,Maeve Binchy,1997,Dell,1.4589139431631726
0804115761,1.9913793103448276,116,Thousand Acres,JANE SMILEY,1996,Ivy Books,1.291629809888718
039914840X,3.418181818181818,55,Three Fates,Nora Roberts,2002,Putnam Publishing Group,1.6643061973379853
0385721420,2.37125748502994,167,Three Junes,JULIA GLASS,2003,Anchor,1.3803521903691465
0312966091,3.4598214285714284,224,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,1.7692486425969758
0440237300,1.6491228070175439,57,Three Weeks in Paris,BARBARA TAYLOR BRADFORD,2002,Dell,1.301012854716932
0671016652,2.234375,64,Three Wishes,Barbara Delinsky,1998,Pocket,1.4124899778973927
1551668912,2.4444444444444446,72,Thursday'S At Eight,Debbie Macomber,2002,Mira,1.4518636365046713
0440185327,1.676923076923077,65,Thurston House,Danielle Steel,1984,Dell,1.2877001479819887
034538430X,1.7934782608695652,92,TickTock,Dean R. Koontz,1997,Ballantine Books,1.2658721337613252
0553280147,2.0588235294117645,51,Till We Meet Again,Judith Krantz,1989,Bantam Books,1.396479154946473
0373484410,2.5851063829787235,94,Time And Again,Nora Roberts,2001,Silhouette,1.4737628326225252
055329170X,2.456140350877193,57,Time Bomb (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1991,Bantam Books,1.4676196248948545
0553277243,2.8,55,Time Flies,BILL COSBY,1988,Bantam,1.539166475308655
0345417623,3.7616707616707616,407,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,1.9445369690405208
0684848783,3.160919540229885,174,Tis : A Memoir,Frank McCourt,1999,Scribner,1.6482983308241401
0684865742,3.239669421487603,121,Tis: A Memoir,Frank McCourt,2000,Scribner,1.6587660124305312
0446310786,4.920308483290489,389,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company,2.4322697080529228
0553575384,3.3684210526315788,76,To Say Nothing of the Dog,Connie Willis,1998,Bantam,1.6706934077553652
0312265867,3.9365079365079363,126,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,1.87164330385309
0425147363,1.4402985074626866,134,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,1.1044099232624536
0425165566,1.7205882352941178,68,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),Tom Clancy,1998,Prime Crime,1.2909290174523649
0425151875,1.7553191489361701,94,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),Tom Clancy,1996,Berkley Publishing Group,1.2527128953343876
0425180050,2.4,60,Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2001,Berkley Publishing Group,1.4528891205841
0425150143,1.679245283018868,106,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,1.2140267842972339
0446604844,3.217821782178218,101,Total Control,David Baldacci,1997,Warner Books,1.6450703442778156
0553583441,2.2842105263157895,95,Touching Evil,Kay Hooper,2001,Bantam Books,1.3927790442264019
0553578308,2.5681818181818183,88,Tough Cookie,Diane Mott Davidson,2001,Bantam Books,1.472091959027988
0679736042,2.540983606557377,61,Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA,1.482067277922548
0446343455,2.6987951807228914,83,Tourist Season,Carl Hiaasen,1987,Warner Books,1.5074059465481064
0425166619,2.760869565217391,92,Toxin,Robin Cook,1999,Berkley Publishing Group,1.5209928073357926
0380721643,3.1,60,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books,1.6014932933728157
0743457943,2.5689655172413794,58,Trading Places,Fern Michaels,2003,Pocket Star,1.49018455601095
0140053204,4.0508474576271185,59,Travels With Charley: In Search of America,John Steinbeck,1980,Penguin Books,1.8012059351813678
0553281798,1.5714285714285714,56,Trevayne,Robert Ludlum,1992,Bantam Books,1.2877013837318756
0842329218,3.9725274725274726,182,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers,1.932063226297683
0515118559,2.523076923076923,65,True Betrayals,Nora Roberts,1996,Jove Books,1.4751922021120314
0553583980,1.9787234042553192,94,True Blue,Luanne Rice,2002,Bantam Books,1.312226339988886
0373218036,2.3461538461538463,130,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette,1.3877558248634783
0312963297,2.1333333333333333,60,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998,St. Martin's Press,1.3962780071407794
0385484518,4.406649616368286,391,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,2.214750625706518
0440217520,2.776315789473684,76,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell,1.5284448634301602
042513699X,1.7433628318584071,113,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,1.2228207685528039
0425100650,1.5949367088607596,79,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group,1.238367035111241
0671695142,1.8421052631578947,76,Twilight's Child (Cutler),V.C. Andrews,1992,Pocket,1.3040082712726142
0671001795,3.4644194756554305,267,Two for the Dough,Janet Evanovich,1996,Pocket,1.784194074530224
0804111898,3.1454545454545455,55,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,1993,Ivy Books,1.6090974964426923
0385509510,3.8461538461538463,78,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2003,Doubleday,1.788371485506366
0767900383,2.9184782608695654,184,Under the Tuscan Sun,Frances Mayes,1997,Broadway,1.5658801798404343
0767916069,2.5949367088607596,79,Under the Tuscan Sun : At Home in Italy,FRANCES MAYES,2003,Broadway,1.4833172284763279
0671534734,2.533333333333333,60,Unfinished Symphony (Logan),V.C. Andrews,1997,Pocket,1.4811946773057598
0440236061,2.5945945945945947,74,Unfit to Practice,Perri O'Shaughnessy,2003,Dell Publishing Company,1.485858125545319
0399142851,3.629032258064516,62,Unnatural Exposure,Patricia Daniels Cornwell,1997,Putnam Pub Group,1.7164239711024913
0446607193,2.869158878504673,107,Unspeakable,Sandra Brown,1999,Warner Books,1.5488096829873763
0671880608,2.290909090909091,55,Until You,Judith McNaught,1995,Pocket,1.4361102336374416
0446611913,3.582089552238806,67,Up Country,Nelson DeMille,2003,Warner Vision,1.7121669561592818
006109921X,1.8764044943820224,89,Up Island: A Novel,Anne Rivers Siddons,1998,HarperTorch,1.2920130898960926
0425185710,2.7523809523809524,105,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group,1.5161689563293088
